delta,transformedValue,naturalValue,delta2,transformedValue2,naturalValue2,delta3,transformedValue3,naturalValue3,loss
-0.5,-0.22833744,-0.22833744,0.3084375,0.5996911,0.5996911,-0.25,-0.75629,0.4694047,5.7390876
-0.5,-0.22833744,-0.22833744,0.3084375,0.5996911,0.5996911,0.0,-0.50629,0.60272753,6.898656
-0.5,-0.22833744,-0.22833744,0.3084375,0.5996911,0.5996911,0.25,-0.25629002,0.7739175,8.16375
-0.5,-0.22833744,-0.22833744,0.3084375,0.5996911,0.5996911,0.5,-0.0062900186,0.9937297,9.537837
-0.5,-0.22833744,-0.22833744,0.3084375,0.5996911,0.5996911,0.75,0.24370998,1.2759743,11.031361
-0.5,-0.22833744,-0.22833744,0.3084375,0.5996911,0.5996911,1.0,0.49370998,1.6383834,12.65867
-0.5,-0.22833744,-0.22833744,0.32312497,0.6143786,0.6143786,-1.0,-1.50629,0.22173108,3.1225948
-0.5,-0.22833744,-0.22833744,0.32312497,0.6143786,0.6143786,-0.75,-1.25629,0.28470835,3.8602936
-0.5,-0.22833744,-0.22833744,0.32312497,0.6143786,0.6143786,-0.5,-1.00629,0.36557275,4.704721
-0.5,-0.22833744,-0.22833744,0.32312497,0.6143786,0.6143786,-0.25,-0.75629,0.4694047,5.729307
-0.5,-0.22833744,-0.22833744,0.32312497,0.6143786,0.6143786,0.0,-0.50629,0.60272753,6.887775
-0.5,-0.22833744,-0.22833744,0.32312497,0.6143786,0.6143786,0.25,-0.25629002,0.7739175,8.153073
-0.5,-0.22833744,-0.22833744,0.32312497,0.6143786,0.6143786,0.5,-0.0062900186,0.9937297,9.528853
-0.5,-0.22833744,-0.22833744,0.32312497,0.6143786,0.6143786,0.75,0.24370998,1.2759743,11.025128
-0.5,-0.22833744,-0.22833744,0.32312497,0.6143786,0.6143786,1.0,0.49370998,1.6383834,12.656034
-0.5,-0.22833744,-0.22833744,0.3378125,0.6290661,0.6290661,-1.0,-1.50629,0.22173108,3.1252265
-0.5,-0.22833744,-0.22833744,0.3378125,0.6290661,0.6290661,-0.75,-1.25629,0.28470835,3.841755
-0.5,-0.22833744,-0.22833744,0.3378125,0.6290661,0.6290661,-0.5,-1.00629,0.36557275,4.6677566
-0.5,-0.22833744,-0.22833744,0.3378125,0.6290661,0.6290661,-0.25,-0.75629,0.4694047,5.677603
-0.5,-0.22833744,-0.22833744,0.3378125,0.6290661,0.6290661,0.0,-0.50629,0.60272753,6.823401
-0.5,-0.22833744,-0.22833744,0.3378125,0.6290661,0.6290661,0.25,-0.25629002,0.7739175,8.076922
-0.5,-0.22833744,-0.22833744,0.3378125,0.6290661,0.6290661,0.5,-0.0062900186,0.9937297,9.441618
-0.5,-0.22833744,-0.22833744,0.3378125,0.6290661,0.6290661,0.75,0.24370998,1.2759743,10.927223
-0.5,-0.22833744,-0.22833744,0.3378125,0.6290661,0.6290661,1.0,0.49370998,1.6383834,12.547687
-0.5,-0.22833744,-0.22833744,0.3525,0.6437536,0.6437536,-1.0,-1.50629,0.22173108,3.1273906
-0.5,-0.22833744,-0.22833744,0.3525,0.6437536,0.6437536,-0.75,-1.25629,0.28470835,3.8316717
-0.5,-0.22833744,-0.22833744,0.3525,0.6437536,0.6437536,-0.5,-1.00629,0.36557275,4.6482396
-0.5,-0.22833744,-0.22833744,0.3525,0.6437536,0.6437536,-0.25,-0.75629,0.4694047,5.650341
-0.5,-0.22833744,-0.22833744,0.3525,0.6437536,0.6437536,0.0,-0.50629,0.60272753,6.7891083
-0.5,-0.22833744,-0.22833744,0.3525,0.6437536,0.6437536,0.25,-0.25629002,0.7739175,8.037448
-0.5,-0.22833744,-0.22833744,0.3525,0.6437536,0.6437536,0.5,-0.0062900186,0.9937297,9.398457
-0.5,-0.22833744,-0.22833744,0.3525,0.6437536,0.6437536,0.75,0.24370998,1.2759743,10.880881
-0.5,-0.22833744,-0.22833744,0.3525,0.6437536,0.6437536,1.0,0.49370998,1.6383834,12.498534
-0.5,-0.22833744,-0.22833744,0.36718747,0.65844107,0.65844107,-1.0,-1.50629,0.22173108,3.1216333
-0.5,-0.22833744,-0.22833744,0.36718747,0.65844107,0.65844107,-0.75,-1.25629,0.28470835,3.8198256
-0.5,-0.22833744,-0.22833744,0.36718747,0.65844107,0.65844107,-0.5,-1.00629,0.36557275,4.632435
-0.5,-0.22833744,-0.22833744,0.36718747,0.65844107,0.65844107,-0.25,-0.75629,0.4694047,5.6318974
-0.5,-0.22833744,-0.22833744,0.36718747,0.65844107,0.65844107,0.0,-0.50629,0.60272753,6.770796
-0.5,-0.22833744,-0.22833744,0.36718747,0.65844107,0.65844107,0.25,-0.25629002,0.7739175,8.021587
-0.5,-0.22833744,-0.22833744,0.36718747,0.65844107,0.65844107,0.5,-0.0062900186,0.9937297,9.38686
-0.5,-0.22833744,-0.22833744,0.36718747,0.65844107,0.65844107,0.75,0.24370998,1.2759743,10.874899
-0.5,-0.22833744,-0.22833744,0.36718747,0.65844107,0.65844107,1.0,0.49370998,1.6383834,12.498553
-0.5,-0.22833744,-0.22833744,0.381875,0.6731286,0.6731286,-1.0,-1.50629,0.22173108,3.1042554
-0.5,-0.22833744,-0.22833744,0.381875,0.6731286,0.6731286,-0.75,-1.25629,0.28470835,3.798446
-0.5,-0.22833744,-0.22833744,0.381875,0.6731286,0.6731286,-0.5,-1.00629,0.36557275,4.607472
-0.5,-0.22833744,-0.22833744,0.381875,0.6731286,0.6731286,-0.25,-0.75629,0.4694047,5.603654
-0.5,-0.22833744,-0.22833744,0.381875,0.6731286,0.6731286,0.0,-0.50629,0.60272753,6.7417994
-0.5,-0.22833744,-0.22833744,0.381875,0.6731286,0.6731286,0.25,-0.25629002,0.7739175,7.992602
-0.5,-0.22833744,-0.22833744,0.381875,0.6731286,0.6731286,0.5,-0.0062900186,0.9937297,9.358642
-0.5,-0.22833744,-0.22833744,0.381875,0.6731286,0.6731286,0.75,0.24370998,1.2759743,10.847604
-0.5,-0.22833744,-0.22833744,0.381875,0.6731286,0.6731286,1.0,0.49370998,1.6383834,12.472545
-0.5,-0.22833744,-0.22833744,0.3965625,0.6878161,0.6878161,-1.0,-1.50629,0.22173108,3.0767798
-0.5,-0.22833744,-0.22833744,0.3965625,0.6878161,0.6878161,-0.75,-1.25629,0.28470835,3.7645788
-0.5,-0.22833744,-0.22833744,0.3965625,0.6878161,0.6878161,-0.5,-1.00629,0.36557275,4.570036
-0.5,-0.22833744,-0.22833744,0.3965625,0.6878161,0.6878161,-0.25,-0.75629,0.4694047,5.5613046
-0.5,-0.22833744,-0.22833744,0.3965625,0.6878161,0.6878161,0.0,-0.50629,0.60272753,6.6959023
-0.5,-0.22833744,-0.22833744,0.3965625,0.6878161,0.6878161,0.25,-0.25629002,0.7739175,7.9435925
-0.5,-0.22833744,-0.22833744,0.3965625,0.6878161,0.6878161,0.5,-0.0062900186,0.9937297,9.307588
-0.5,-0.22833744,-0.22833744,0.3965625,0.6878161,0.6878161,0.75,0.24370998,1.2759743,10.79495
-0.5,-0.22833744,-0.22833744,0.3965625,0.6878161,0.6878161,1.0,0.49370998,1.6383834,12.418444
-0.5,-0.22833744,-0.22833744,0.41125003,0.7025036,0.7025036,-1.0,-1.50629,0.22173108,3.0334544
-0.5,-0.22833744,-0.22833744,0.41125003,0.7025036,0.7025036,-0.75,-1.25629,0.28470835,3.713968
-0.5,-0.22833744,-0.22833744,0.41125003,0.7025036,0.7025036,-0.5,-1.00629,0.36557275,4.5133266
-0.5,-0.22833744,-0.22833744,0.41125003,0.7025036,0.7025036,-0.25,-0.75629,0.4694047,5.497335
-0.5,-0.22833744,-0.22833744,0.41125003,0.7025036,0.7025036,0.0,-0.50629,0.60272753,6.625665
-0.5,-0.22833744,-0.22833744,0.41125003,0.7025036,0.7025036,0.25,-0.25629002,0.7739175,7.866858
-0.5,-0.22833744,-0.22833744,0.41125003,0.7025036,0.7025036,0.5,-0.0062900186,0.9937297,9.2242775
-0.5,-0.22833744,-0.22833744,0.41125003,0.7025036,0.7025036,0.75,0.24370998,1.2759743,10.704651
-0.5,-0.22833744,-0.22833744,0.41125003,0.7025036,0.7025036,1.0,0.49370998,1.6383834,12.320726
-0.5,-0.22833744,-0.22833744,0.4259375,0.7171911,0.7171911,-1.0,-1.50629,0.22173108,2.9792867
-0.5,-0.22833744,-0.22833744,0.4259375,0.7171911,0.7171911,-0.75,-1.25629,0.28470835,3.648038
-0.5,-0.22833744,-0.22833744,0.4259375,0.7171911,0.7171911,-0.5,-1.00629,0.36557275,4.4389153
-0.5,-0.22833744,-0.22833744,0.4259375,0.7171911,0.7171911,-0.25,-0.75629,0.4694047,5.409404
-0.5,-0.22833744,-0.22833744,0.4259375,0.7171911,0.7171911,0.0,-0.50629,0.60272753,6.5245547
-0.5,-0.22833744,-0.22833744,0.4259375,0.7171911,0.7171911,0.25,-0.25629002,0.7739175,7.7547965
-0.5,-0.22833744,-0.22833744,0.4259375,0.7171911,0.7171911,0.5,-0.0062900186,0.9937297,9.101614
-0.5,-0.22833744,-0.22833744,0.4259375,0.7171911,0.7171911,0.75,0.24370998,1.2759743,10.571177
-0.5,-0.22833744,-0.22833744,0.4259375,0.7171911,0.7171911,1.0,0.49370998,1.6383834,12.176322
-0.5,-0.22833744,-0.22833744,0.44062498,0.7318786,0.7318786,-1.0,-1.50629,0.22173108,2.9318879
-0.5,-0.22833744,-0.22833744,0.44062498,0.7318786,0.7318786,-0.75,-1.25629,0.28470835,3.5940166
-0.5,-0.22833744,-0.22833744,0.44062498,0.7318786,0.7318786,-0.5,-1.00629,0.36557275,4.375641
-0.5,-0.22833744,-0.22833744,0.44062498,0.7318786,0.7318786,-0.25,-0.75629,0.4694047,5.338154
-0.5,-0.22833744,-0.22833744,0.44062498,0.7318786,0.7318786,0.0,-0.50629,0.60272753,6.4497247
-0.5,-0.22833744,-0.22833744,0.44062498,0.7318786,0.7318786,0.25,-0.25629002,0.7739175,7.6759677
-0.5,-0.22833744,-0.22833744,0.44062498,0.7318786,0.7318786,0.5,-0.0062900186,0.9937297,9.017975
-0.5,-0.22833744,-0.22833744,0.44062498,0.7318786,0.7318786,0.75,0.24370998,1.2759743,10.48374
-0.5,-0.22833744,-0.22833744,0.44062498,0.7318786,0.7318786,1.0,0.49370998,1.6383834,12.086026
-0.5,-0.22833744,-0.22833744,0.45531252,0.7465661,0.7465661,-1.0,-1.50629,0.22173108,2.8752146
-0.5,-0.22833744,-0.22833744,0.45531252,0.7465661,0.7465661,-0.75,-1.25629,0.28470835,3.527017
-0.5,-0.22833744,-0.22833744,0.45531252,0.7465661,0.7465661,-0.5,-1.00629,0.36557275,4.3038316
-0.5,-0.22833744,-0.22833744,0.45531252,0.7465661,0.7465661,-0.25,-0.75629,0.4694047,5.2595186
-0.5,-0.22833744,-0.22833744,0.45531252,0.7465661,0.7465661,0.0,-0.50629,0.60272753,6.363877
-0.5,-0.22833744,-0.22833744,0.45531252,0.7465661,0.7465661,0.25,-0.25629002,0.7739175,7.5837045
-0.5,-0.22833744,-0.22833744,0.45531252,0.7465661,0.7465661,0.5,-0.0062900186,0.9937297,8.919592
-0.5,-0.22833744,-0.22833744,0.45531252,0.7465661,0.7465661,0.75,0.24370998,1.2759743,10.379223
-0.5,-0.22833744,-0.22833744,0.45531252,0.7465661,0.7465661,1.0,0.49370998,1.6383834,11.974987
-0.5,-0.22833744,-0.22833744,0.47,0.7612536,0.7612536,-1.0,-1.50629,0.22173108,2.7950604
-0.5,-0.22833744,-0.22833744,0.47,0.7612536,0.7612536,-0.75,-1.25629,0.28470835,3.4286485
-0.5,-0.22833744,-0.22833744,0.47,0.7612536,0.7612536,-0.5,-1.00629,0.36557275,4.1872964
-0.5,-0.22833744,-0.22833744,0.47,0.7612536,0.7612536,-0.25,-0.75629,0.4694047,5.122515
-0.5,-0.22833744,-0.22833744,0.47,0.7612536,0.7612536,0.0,-0.50629,0.60272753,6.206185
-0.5,-0.22833744,-0.22833744,0.47,0.7612536,0.7612536,0.25,-0.25629002,0.7739175,7.404885
-0.5,-0.22833744,-0.22833744,0.47,0.7612536,0.7612536,0.5,-0.0062900186,0.9937297,8.720311
-0.5,-0.22833744,-0.22833744,0.47,0.7612536,0.7612536,0.75,0.24370998,1.2759743,10.159471
-0.5,-0.22833744,-0.22833744,0.47,0.7612536,0.7612536,1.0,0.49370998,1.6383834,11.734531
-0.375,-0.10333744,-0.10333744,-0.47,-0.1787464,-0.1787464,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.47,-0.1787464,-0.1787464,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.47,-0.1787464,-0.1787464,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.47,-0.1787464,-0.1787464,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.47,-0.1787464,-0.1787464,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.47,-0.1787464,-0.1787464,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.47,-0.1787464,-0.1787464,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.47,-0.1787464,-0.1787464,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.47,-0.1787464,-0.1787464,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.4553125,-0.1640589,-0.1640589,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.4553125,-0.1640589,-0.1640589,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.4553125,-0.1640589,-0.1640589,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.4553125,-0.1640589,-0.1640589,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.4553125,-0.1640589,-0.1640589,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.4553125,-0.1640589,-0.1640589,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.4553125,-0.1640589,-0.1640589,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.4553125,-0.1640589,-0.1640589,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.4553125,-0.1640589,-0.1640589,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.440625,-0.14937142,-0.14937142,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.440625,-0.14937142,-0.14937142,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.440625,-0.14937142,-0.14937142,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.440625,-0.14937142,-0.14937142,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.440625,-0.14937142,-0.14937142,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.440625,-0.14937142,-0.14937142,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.440625,-0.14937142,-0.14937142,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.440625,-0.14937142,-0.14937142,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.440625,-0.14937142,-0.14937142,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.4259375,-0.1346839,-0.1346839,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.4259375,-0.1346839,-0.1346839,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.4259375,-0.1346839,-0.1346839,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.4259375,-0.1346839,-0.1346839,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.4259375,-0.1346839,-0.1346839,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.4259375,-0.1346839,-0.1346839,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.4259375,-0.1346839,-0.1346839,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.4259375,-0.1346839,-0.1346839,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.4259375,-0.1346839,-0.1346839,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.41125,-0.1199964,-0.1199964,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.41125,-0.1199964,-0.1199964,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.41125,-0.1199964,-0.1199964,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.41125,-0.1199964,-0.1199964,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.41125,-0.1199964,-0.1199964,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.41125,-0.1199964,-0.1199964,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.41125,-0.1199964,-0.1199964,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.41125,-0.1199964,-0.1199964,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.41125,-0.1199964,-0.1199964,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.39656252,-0.10530892,-0.10530892,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.39656252,-0.10530892,-0.10530892,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.39656252,-0.10530892,-0.10530892,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.39656252,-0.10530892,-0.10530892,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.39656252,-0.10530892,-0.10530892,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.39656252,-0.10530892,-0.10530892,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.39656252,-0.10530892,-0.10530892,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.39656252,-0.10530892,-0.10530892,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.39656252,-0.10530892,-0.10530892,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.381875,-0.09062141,-0.09062141,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.381875,-0.09062141,-0.09062141,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.381875,-0.09062141,-0.09062141,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.381875,-0.09062141,-0.09062141,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.381875,-0.09062141,-0.09062141,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.381875,-0.09062141,-0.09062141,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.381875,-0.09062141,-0.09062141,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.381875,-0.09062141,-0.09062141,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.381875,-0.09062141,-0.09062141,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.3671875,-0.0759339,-0.0759339,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.3671875,-0.0759339,-0.0759339,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.3671875,-0.0759339,-0.0759339,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.3671875,-0.0759339,-0.0759339,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.3671875,-0.0759339,-0.0759339,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.3671875,-0.0759339,-0.0759339,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.3671875,-0.0759339,-0.0759339,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.3671875,-0.0759339,-0.0759339,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.3671875,-0.0759339,-0.0759339,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.3525,-0.061246395,-0.061246395,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.3525,-0.061246395,-0.061246395,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.3525,-0.061246395,-0.061246395,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.3525,-0.061246395,-0.061246395,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.3525,-0.061246395,-0.061246395,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.3525,-0.061246395,-0.061246395,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.3525,-0.061246395,-0.061246395,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.3525,-0.061246395,-0.061246395,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.3525,-0.061246395,-0.061246395,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.33781248,-0.046558887,-0.046558887,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.33781248,-0.046558887,-0.046558887,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.33781248,-0.046558887,-0.046558887,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.33781248,-0.046558887,-0.046558887,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.33781248,-0.046558887,-0.046558887,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.33781248,-0.046558887,-0.046558887,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.33781248,-0.046558887,-0.046558887,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.33781248,-0.046558887,-0.046558887,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.33781248,-0.046558887,-0.046558887,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.323125,-0.03187141,-0.03187141,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.323125,-0.03187141,-0.03187141,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.323125,-0.03187141,-0.03187141,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.323125,-0.03187141,-0.03187141,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.323125,-0.03187141,-0.03187141,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.323125,-0.03187141,-0.03187141,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.323125,-0.03187141,-0.03187141,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.323125,-0.03187141,-0.03187141,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.323125,-0.03187141,-0.03187141,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.3084375,-0.0171839,-0.0171839,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.3084375,-0.0171839,-0.0171839,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.3084375,-0.0171839,-0.0171839,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.3084375,-0.0171839,-0.0171839,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.3084375,-0.0171839,-0.0171839,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.3084375,-0.0171839,-0.0171839,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.3084375,-0.0171839,-0.0171839,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.3084375,-0.0171839,-0.0171839,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.3084375,-0.0171839,-0.0171839,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.29375,-0.0024963915,-0.0024963915,-1.0,-1.50629,0.22173108,1.657543
-0.375,-0.10333744,-0.10333744,-0.29375,-0.0024963915,-0.0024963915,-0.75,-1.25629,0.28470835,1.9785571
-0.375,-0.10333744,-0.10333744,-0.29375,-0.0024963915,-0.0024963915,-0.5,-1.00629,0.36557275,2.4550982
-0.375,-0.10333744,-0.10333744,-0.29375,-0.0024963915,-0.0024963915,-0.25,-0.75629,0.4694047,3.1178777
-0.375,-0.10333744,-0.10333744,-0.29375,-0.0024963915,-0.0024963915,0.0,-0.50629,0.60272753,3.9933968
-0.375,-0.10333744,-0.10333744,-0.29375,-0.0024963915,-0.0024963915,0.25,-0.25629002,0.7739175,4.989958
-0.375,-0.10333744,-0.10333744,-0.29375,-0.0024963915,-0.0024963915,0.5,-0.0062900186,0.9937297,6.1032987
-0.375,-0.10333744,-0.10333744,-0.29375,-0.0024963915,-0.0024963915,0.75,0.24370998,1.2759743,7.33817
-0.375,-0.10333744,-0.10333744,-0.29375,-0.0024963915,-0.0024963915,1.0,0.49370998,1.6383834,8.702477
-0.375,-0.10333744,-0.10333744,-0.2790625,0.012191087,0.012191087,-1.0,-1.50629,0.22173108,1.6564901
-0.375,-0.10333744,-0.10333744,-0.2790625,0.012191087,0.012191087,-0.75,-1.25629,0.28470835,1.9760563
-0.375,-0.10333744,-0.10333744,-0.2790625,0.012191087,0.012191087,-0.5,-1.00629,0.36557275,2.4507697
-0.375,-0.10333744,-0.10333744,-0.2790625,0.012191087,0.012191087,-0.25,-0.75629,0.4694047,3.1123426
-0.375,-0.10333744,-0.10333744,-0.2790625,0.012191087,0.012191087,0.0,-0.50629,0.60272753,3.9864523
-0.375,-0.10333744,-0.10333744,-0.2790625,0.012191087,0.012191087,0.25,-0.25629002,0.7739175,4.9809756
-0.375,-0.10333744,-0.10333744,-0.2790625,0.012191087,0.012191087,0.5,-0.0062900186,0.9937297,6.0922294
-0.375,-0.10333744,-0.10333744,-0.2790625,0.012191087,0.012191087,0.75,0.24370998,1.2759743,7.3250237
